title,vendor,inventory_policy,inventory_available,created_at,meta,objectID,curators_product,soldout,maxdeltime,mindeltime,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,ConversionRate
Ester Bath Mat,Autumn Sonata,deny,True,2024-09-26T21:33:04.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464991355145,False,False,2,1,24,0,1,0,0.0
Agnes Bath Mat,Autumn Sonata,deny,True,2024-09-26T21:33:04.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464991322377,False,False,2,1,13,0,1,0,0.0
Artisan Ceramic Bowl,Flock Studio,deny,True,2024-10-08T13:26:35.000Z,{'custom': {'soldout': False}},48521565536521,False,False,-1,-1,42,0,5,0,0.0
Agnes Bath Sheet,Autumn Sonata,deny,True,2024-09-26T21:33:08.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464991617289,False,False,2,1,7,0,0,0,0.0
Alma Bath Towel,Autumn Sonata,deny,True,2024-09-26T21:33:08.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464991584521,False,False,2,1,71,0,0,0,0.0
Ester Hand Towel,Autumn Sonata,deny,True,2024-09-26T21:33:06.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464991518985,False,False,2,1,25,0,0,0,0.0
Alma Core Set,Autumn Sonata,deny,True,2024-09-26T21:33:06.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464991486217,False,False,2,1,16,0,0,0,0.0
Karin Bath Sheet,Autumn Sonata,deny,True,2024-09-26T21:33:05.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464991420681,False,False,2,1,45,0,0,0,0.0
Alma Bath Sheet,Autumn Sonata,deny,True,2024-09-26T21:33:03.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464989978889,False,False,2,1,8,0,0,0,0.0
Ester Core Set,Autumn Sonata,deny,True,2024-09-26T21:33:01.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464989782281,False,False,2,1,13,0,0,0,0.0
Ester Bath Sheet,Autumn Sonata,deny,True,2024-09-26T21:33:00.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464989749513,False,False,2,1,2,0,0,0,0.0
Karin Core Set,Autumn Sonata,deny,True,2024-09-26T21:32:57.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464989683977,False,False,2,1,14,0,0,0,0.0
Ester Complete Set,Autumn Sonata,deny,True,2024-09-26T21:32:53.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48464989421833,False,False,2,1,33,0,0,0,0.0
Brushed Blue Ceramic Coffee Table,Project 213A,continue,True,2024-10-01T10:34:03.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '16'}, 'mindeliverytime': {'mindeltime': '12'}}",48485160091913,False,False,16,12,59,0,0,0,0.0
Ceramic Coffee Table in Cream,Project 213A,continue,True,2024-10-01T10:33:55.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '16'}, 'mindeliverytime': {'mindeltime': '12'}}",48485159764233,False,False,16,12,51,0,0,0,0.0
Zoomorphic Ceramic Lamp,Figuresdesign,deny,True,2024-10-02T13:55:33.000Z,{'custom': {'soldout': False}},48493542605065,False,False,-1,-1,85,0,3,0,0.0
"Iron Floor Lamp, 1960s.",Barracuda Interiors,deny,True,2024-10-09T12:54:55.000Z,{'custom': {'soldout': False}},48527944941833,False,False,-1,-1,10,0,1,0,0.0
"Forged iron bench, 1940s",Barracuda Interiors,deny,True,2024-10-09T10:41:15.000Z,{'custom': {'soldout': False}},48527412363529,False,False,-1,-1,6,0,1,0,0.0
Lulu Electric Blue Velvet Edition,Taith,deny,True,2024-06-12T11:02:35.000Z,{'custom': {'soldout': False}},45657929056521,False,False,-1,-1,97,1,7,45,0.010309278350515464
"Max Bre Gilded Iron Brutalist Table Lamp, 1960s.",Barracuda Interiors,deny,True,2024-10-09T13:37:39.000Z,{'custom': {'soldout': False}},48528133587209,False,False,-1,-1,2,0,0,0,0.0
"Black Egg Ceramic Lamp, 1960s.",Barracuda Interiors,deny,True,2024-10-09T13:37:39.000Z,{'custom': {'soldout': False}},48528133554441,False,False,-1,-1,3,0,0,0,0.0
"Pair of Mural Candleholders, France, 1960s.",Barracuda Interiors,deny,True,2024-10-09T13:37:33.000Z,{'custom': {'soldout': False}},48528133062921,False,False,-1,-1,0,0,0,0,0.0
"""Statue antique, 1901"" Drawing",Barracuda Interiors,deny,True,2024-10-09T13:37:28.000Z,{'custom': {'soldout': False}},48528132768009,False,False,-1,-1,0,0,0,0,0.0
"Portuguese Side Table, 1960s",Barracuda Interiors,deny,True,2024-10-09T13:37:19.000Z,{'custom': {'soldout': False}},48528132243721,False,False,-1,-1,11,0,0,0,0.0
"Pair of Armchairs, 1960s",Barracuda Interiors,deny,True,2024-10-09T13:37:16.000Z,{'custom': {'soldout': False}},48528132145417,False,False,-1,-1,0,0,0,0,0.0
"Brown Rattan and Brass Mirror, 1970s",Barracuda Interiors,deny,True,2024-10-09T13:37:00.000Z,{'custom': {'soldout': False}},48528131522825,False,False,-1,-1,1,0,0,0,0.0
"Wooden Bobbin Table, 1960s",Barracuda Interiors,deny,True,2024-10-09T13:36:49.000Z,{'custom': {'soldout': False}},48528131326217,False,False,-1,-1,6,0,0,0,0.0
"Wooden Mural Sculpture, Preben P, 1980s",Barracuda Interiors,deny,True,2024-10-09T13:36:42.000Z,{'custom': {'soldout': False}},48528129818889,False,False,-1,-1,1,0,0,0,0.0
"""Vitruvio"" Walnut stool",Barracuda Interiors,deny,True,2024-10-09T13:36:34.000Z,{'custom': {'soldout': False}},48528129327369,False,False,-1,-1,0,0,0,0,0.0
"Tripod Iron Floor Lamp, 1960s",Barracuda Interiors,deny,True,2024-10-09T12:55:06.000Z,{'custom': {'soldout': False}},48527945957641,False,False,-1,-1,5,0,0,0,0.0
"Arts & Crafts Oak Lamp, 1920s",Barracuda Interiors,deny,True,2024-10-09T12:54:58.000Z,{'custom': {'soldout': False}},48527945302281,False,False,-1,-1,2,0,0,0,0.0
"Dark Wooden Floor Lamp, 1930s",Barracuda Interiors,deny,True,2024-10-09T12:54:54.000Z,{'custom': {'soldout': False}},48527944876297,False,False,-1,-1,3,0,0,0,0.0
"Turned Wood Table Lamp, 1960s",Barracuda Interiors,deny,True,2024-10-09T12:54:41.000Z,{'custom': {'soldout': False}},48527944450313,False,False,-1,-1,2,0,0,0,0.0
"Pair of Iron Table Lamps, 1960s",Barracuda Interiors,deny,True,2024-10-09T12:54:40.000Z,{'custom': {'soldout': False}},48527944417545,False,False,-1,-1,1,0,0,0,0.0
Black Glazed Ceramic Table Lamp,Barracuda Interiors,deny,True,2024-10-09T12:54:39.000Z,{'custom': {'soldout': False}},48527944384777,False,False,-1,-1,1,0,0,0,0.0
"Turned Wood Twist Lamp, 1960s",Barracuda Interiors,deny,True,2024-10-09T12:54:29.000Z,{'custom': {'soldout': False}},48527943565577,False,False,-1,-1,1,0,0,0,0.0
"Tripod Floor Lamp, 1960s",Barracuda Interiors,deny,True,2024-10-09T12:54:26.000Z,{'custom': {'soldout': False}},48527943434505,False,False,-1,-1,1,0,0,0,0.0
"Golden Iron Table Lamp, 1960s",Barracuda Interiors,deny,True,2024-10-09T12:54:23.000Z,{'custom': {'soldout': False}},48527943106825,False,False,-1,-1,0,0,0,0,0.0
"Neoclassical Floor Lamp, 1960s",Barracuda Interiors,deny,True,2024-10-09T12:54:21.000Z,{'custom': {'soldout': False}},48527942975753,False,False,-1,-1,3,0,0,0,0.0
"Arts Deco Iron Floor Lamp, 1930s",Barracuda Interiors,deny,True,2024-10-09T12:54:18.000Z,{'custom': {'soldout': False}},48527942713609,False,False,-1,-1,3,0,0,0,0.0
"Pair of Neoclassical Iron Chairs, 1960s",Barracuda Interiors,deny,True,2024-10-09T10:42:21.000Z,{'custom': {'soldout': False}},48527416525065,False,False,-1,-1,1,0,0,0,0.0
"Pair of Wood Chairs, 1950s",Barracuda Interiors,deny,True,2024-10-09T10:42:15.000Z,{'custom': {'soldout': False}},48527416262921,False,False,-1,-1,3,0,0,0,0.0
"Pair of Iron And Straw Chairs, 1980s",Barracuda Interiors,deny,True,2024-10-09T10:42:04.000Z,{'custom': {'soldout': False}},48527415050505,False,False,-1,-1,3,0,0,0,0.0
"Pair of Black Wooden Pedestal, 1960s",Barracuda Interiors,deny,True,2024-10-09T10:42:00.000Z,{'custom': {'soldout': False}},48527414788361,False,False,-1,-1,0,0,0,0,0.0
"Pair of Square Coffee Tables, 1970s",Barracuda Interiors,deny,True,2024-10-09T10:41:56.000Z,{'custom': {'soldout': False}},48527414624521,False,False,-1,-1,17,0,0,0,0.0
"Fabric And Caning Armchair, 1950s",Barracuda Interiors,deny,True,2024-10-09T10:41:51.000Z,{'custom': {'soldout': False}},48527414558985,False,False,-1,-1,0,0,0,0,0.0
"Pair of Ribbon Iron Wall Sconces, 1950s",Barracuda Interiors,deny,True,2024-10-09T10:41:48.000Z,{'custom': {'soldout': False}},48527414493449,False,False,-1,-1,1,0,0,0,0.0
"Pair of Iron And Copper Lamps, 1940s.",Barracuda Interiors,deny,True,2024-10-09T10:41:46.000Z,{'custom': {'soldout': False}},48527414395145,False,False,-1,-1,1,0,0,0,0.0
"Dangles and Defrance Yellow Sofa. France, 1960s",Barracuda Interiors,deny,True,2024-10-09T10:41:43.000Z,{'custom': {'soldout': False}},48527414329609,False,False,-1,-1,17,0,0,0,0.0
"West African Wood Chair, 1960s",Barracuda Interiors,deny,True,2024-10-09T10:41:37.000Z,{'custom': {'soldout': False}},48527414133001,False,False,-1,-1,8,0,0,0,0.0
"Pair of Neoclassical Wrought Iron Lamps, 1970s",Barracuda Interiors,deny,True,2024-10-09T10:41:09.000Z,{'custom': {'soldout': False}},48527411937545,False,False,-1,-1,1,0,0,0,0.0
"Black Lacquered Sofa, 1930s",Barracuda Interiors,deny,True,2024-10-09T10:41:09.000Z,{'custom': {'soldout': False}},48527411904777,False,False,-1,-1,23,0,0,0,0.0
"Pair of Ebonised And Straw Armchairs, 1940s.",Barracuda Interiors,deny,True,2024-10-09T10:41:08.000Z,{'custom': {'soldout': False}},48527411839241,False,False,-1,-1,1,0,0,0,0.0
"Pair of Turned Wood And Straw Armchairs, 1950s.",Barracuda Interiors,deny,True,2024-10-09T10:41:07.000Z,{'custom': {'soldout': False}},48527411806473,False,False,-1,-1,3,0,0,0,0.0
"Pair of Turned Wood Candlesticks, 19th c.",Barracuda Interiors,deny,True,2024-10-09T10:41:03.000Z,{'custom': {'soldout': False}},48527411577097,False,False,-1,-1,1,0,0,0,0.0
"Planter Cup in Silver Metal, 1920s.",Barracuda Interiors,deny,True,2024-10-09T10:40:58.000Z,{'custom': {'soldout': False}},48527411413257,False,False,-1,-1,1,0,0,0,0.0
Ceramic Vase by the potters of Accolay,Figuresdesign,deny,True,2024-10-02T13:55:13.000Z,{'custom': {'soldout': False}},48493541359881,False,False,-1,-1,29,0,1,0,0.0
Stainless Steel Server Sauce,Flock Studio,deny,True,2024-10-08T13:26:33.000Z,{'custom': {'soldout': False}},48521565470985,False,False,-1,-1,14,0,0,0,0.0
Vintage Alessi Sugar & Creamer Set,Flock Studio,deny,True,2024-09-11T15:40:50.000Z,{'custom': {'soldout': False}},48401960894729,False,False,-1,-1,70,0,4,0,0.0
Ribbon Vase in Off White,LESS,deny,True,2024-06-17T12:02:05.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",48015557558537,True,False,3,1,274,1,9,122.803042,0.0036496350364963502
Wood Sculpture by Pierre Dedieu,Figuresdesign,deny,True,2024-09-18T11:24:23.000Z,{'custom': {'soldout': False}},48427784143113,False,False,-1,-1,75,0,0,0,0.0
Glass Vase with Spiral Detail,Flock Studio,deny,True,2024-09-09T10:29:37.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48390218285321,False,False,2,1,25,0,5,0,0.0
Magazine Rack,Six Dots Design,deny,True,2024-04-01T12:51:49.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",45255754023177,True,False,6,4,824,0,13,0,0.0
"""Hangover"" Ashtray",Musae Studio,continue,True,2023-11-03T17:14:14.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '1'}}",44711514964233,False,False,4,1,10,1,12,46.4712,0.1
Art Deco Serving Tray,Flock Studio,deny,True,2024-09-09T10:29:45.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48390220120329,False,False,2,1,37,0,1,0,0.0
Galileo 2.3,Edoardo Lietti Studio,continue,True,2024-04-29T11:27:21.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '8'}, 'mindeliverytime': {'mindeltime': '5'}}",45415604715785,True,False,8,5,78,1,5,1080,0.01282051282051282
Gratitude Linen Napkins - Set of 6,arkitaip,continue,True,2024-06-18T10:29:49.000Z,{'custom': {'soldout': False}},48020953465097,False,False,-1,-1,149,0,11,0,0.0
Lu Candle Cream,Taith,deny,True,2024-06-12T11:02:25.000Z,{'custom': {'soldout': False}},45657928532233,False,False,-1,-1,49,0,7,0,0.0
Issey Miyake Vintage Book,Boga Avante Shop,deny,True,2024-05-21T10:07:59.000Z,{'custom': {'soldout': False}},45509100011785,False,False,-1,-1,37,0,4,0,0.0
Lulu Wine Velvet Edition,Taith,deny,True,2024-06-12T11:02:25.000Z,{'custom': {'soldout': False}},45657928565001,False,False,-1,-1,74,0,6,0,0.0
Coco Egg Cup Set,Sophie Lou Jacobsen,continue,True,2024-06-11T12:25:05.000Z,{'custom': {'soldout': False}},45652442906889,False,False,-1,-1,67,0,3,0,0.0
Coco Egg Cup Set,Sophie Lou Jacobsen,continue,True,2024-06-11T12:25:05.000Z,{'custom': {'soldout': False}},45652442874121,False,False,-1,-1,67,0,3,0,0.0
Michele Jug,Akua Objects,deny,True,2024-04-10T10:51:33.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45312216727817,False,False,2,1,24,1,0,294.91,0.041666666666666664
Small Candelabra,Six Dots Design,deny,True,2024-04-01T12:51:51.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",45255754055945,False,False,6,4,257,0,4,0,0.0
Antique Ceramic Lamp,Médecine,deny,True,2024-05-02T17:34:50.000Z,{'custom': {'soldout': False}},45430134767881,False,False,-1,-1,70,0,4,0,0.0
Michele Bowl Small,Akua Objects,deny,True,2024-04-10T10:52:57.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45312221249801,False,False,2,1,37,1,2,219.464763,0.02702702702702703
Lilu Candle Cream,Taith,deny,True,2024-06-12T11:02:36.000Z,{'custom': {'soldout': False}},45657929220361,False,False,-1,-1,36,0,1,0,0.0
Lulu Candle Cream,Taith,deny,True,2024-06-12T11:02:31.000Z,{'custom': {'soldout': False}},45657928990985,False,False,-1,-1,30,0,1,0,0.0
Ninu Grey Candle,Taith,deny,True,2024-06-12T11:02:30.000Z,{'custom': {'soldout': False}},45657928925449,False,False,-1,-1,9,0,1,0,0.0
Composition105,Sean Thornhill,deny,True,2024-02-05T10:51:42.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '2'}}",45012381073673,False,False,3,2,65,2,5,1960,0.03076923076923077
The Three Sisters Vases,Justine Menard,continue,True,2023-10-02T12:05:55.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44631001563401,True,False,2,1,265,3,12,690,0.011320754716981131
"""Mara"" Coffee Table – Night Noise",TEGET,continue,True,2024-07-25T11:10:33.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",48197442601225,False,False,6,4,2,0,0,0,0.0
Espiral Lamp - Grande black,Casa Veronica,deny,True,2024-05-10T09:09:58.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",45465654231305,True,False,10,6,68,0,2,0,0.0
"""Tommy's Essentials"" Plate",Musae Studio,continue,True,2023-11-03T17:13:58.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '1'}}",44711514079497,False,False,4,1,45,1,16,35,0.022222222222222223
Ostro Sea Ceramic,Simone & Marcel,continue,True,2024-03-20T17:55:00.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45201816486153,False,False,4,2,311,0,14,0,0.0
Hacienda Lamp (Cacao),Casa Veronica,deny,True,2024-05-10T09:07:41.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",45465646858505,False,False,10,6,36,0,1,0,0.0
I Stay Out Too Late Dish,L&Clay Ceramics,deny,False,2024-07-29T11:42:30.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '5'}, 'mindeliverytime': {'mindeltime': '4'}}",48215952687369,False,False,5,4,57,2,5,186.395703,0.03508771929824561
Cristo Lamp (Sol),Casa Veronica,deny,True,2024-05-06T09:58:18.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",45446478987529,False,False,10,6,83,0,1,0,0.0
Hacienda Lamp (Granada),Casa Veronica,deny,True,2024-05-10T09:07:37.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",45465646694665,False,False,10,6,20,0,0,0,0.0
"Panel Wall Lamp – ""Icescape""",TEGET,deny,True,2024-07-25T11:10:20.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '2'}}",48197442076937,False,False,6,2,6,0,0,0,0.0
Hand Sculpted Silver Plated Clam Shell Plate,Médecine,deny,True,2024-02-05T10:52:01.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '3'}, 'mindeliverytime': {'mindeltime': '1'}}",45012382351625,True,False,3,1,315,1,6,397.91989,0.0031746031746031746
Postmodern Toast Rack (Tomado Holland),Flock Studio,deny,True,2024-06-11T14:32:31.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45653108130057,False,False,2,1,20,0,2,0,0.0
Megaron Shelf (Small),COSEINCORSO,deny,False,2024-09-11T15:41:56.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",48401968038153,False,False,6,4,244,1,10,560.088165,0.004098360655737705
Megaron Shelf (Large),COSEINCORSO,deny,False,2024-09-11T15:41:39.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",48401967251721,False,False,6,4,119,1,8,804.391564,0.008403361344537815
Michael Vase,Akua Objects,deny,True,2024-04-10T11:50:33.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45312404783369,False,False,1,1,197,0,6,0,0.0
Michael Vase,Akua Objects,deny,True,2024-04-10T10:52:04.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45312218398985,False,False,1,1,197,0,6,0,0.0
Michael Vase,Akua Objects,deny,True,2024-04-10T10:51:27.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45312216498441,False,False,1,1,197,0,6,0,0.0
Vintage Vase Peill & Puztler,Flock Studio,deny,True,2024-06-11T14:31:54.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45653103378697,False,False,2,1,15,0,0,0,0.0
Josef Black Ceramic,Simone & Marcel,continue,True,2024-02-13T15:07:10.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45050062799113,False,False,4,2,265,0,14,0,0.0
W59 Candle Holder (facade version),Garado Studios,deny,True,2024-05-24T16:10:11.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",45525308080393,False,False,4,3,14,0,1,0,0.0
The Walls are Listening Sculpture,Lucy Page,deny,False,2024-03-05T10:18:14.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '6'}}",45135795061001,True,False,6,6,697,0,58,0,0.0
The Walls are Listening Sculpture,Lucy Page,deny,False,2024-03-05T10:18:14.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '6'}}",45135795028233,True,False,6,6,697,0,58,0,0.0
The Walls are Listening Sculpture,Lucy Page,deny,False,2024-03-05T10:18:14.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '6'}}",45135794995465,True,False,6,6,697,0,58,0,0.0
Mouthblown Vase,Justine Menard,deny,True,2023-10-02T12:05:56.000Z,"{'custom': {'curators_product': True, 'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44631001596169,True,False,2,1,150,2,10,353.623655,0.013333333333333334
Dark Red-Conical Glass Lamp,Los Objetos Decorativos,continue,True,2023-09-28T10:35:32.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",44625186160905,False,False,4,2,266,2,21,989.46472799999992,0.007518796992481203
Barbro Wine Glass - Set of four,Akua Objects,deny,True,2024-04-10T10:53:27.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",45312222953737,False,False,4,2,26,0,0,0,0.0
Bucatini Candle Holder (Grass Green),AOT STUDIO,deny,False,2024-04-08T14:03:43.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45294115455241,False,False,2,1,178,1,9,160.86,0.0056179775280898875
Nabi Candleholder - Small,Céju,continue,True,2024-01-18T14:01:32.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44946974834953,False,False,6,4,42,1,1,34,0.023809523809523808
Carey Cutlery,Los Objetos Decorativos,continue,True,2024-03-20T14:15:00.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",45200654991625,False,False,4,3,5,0,0,0,0.0
1948 Table Lamp,Lana Launay,deny,False,2024-10-08T16:43:14.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468622601,False,False,10,6,12,0,1,0,0.0
1948 Table Lamp,Lana Launay,deny,False,2024-10-08T16:43:14.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468589833,False,False,10,6,12,0,1,0,0.0
1948 Table Lamp,Lana Launay,deny,False,2024-10-08T16:43:14.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468557065,False,False,10,6,12,0,1,0,0.0
"""Feels Like Home"" Table Lamp",Lana Launay,deny,False,2024-10-08T16:43:15.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468819209,False,False,10,6,1,0,0,0,0.0
"""Feels Like Home"" Table Lamp",Lana Launay,deny,False,2024-10-08T16:43:15.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468786441,False,False,10,6,1,0,0,0,0.0
"""Feels Like Home"" Table Lamp",Lana Launay,deny,False,2024-10-08T16:43:15.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468753673,False,False,10,6,1,0,0,0,0.0
"""USO"" Table Lamp",Lana Launay,deny,False,2024-10-08T16:43:15.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468720905,False,False,10,6,1,0,0,0,0.0
"""USO"" Table Lamp",Lana Launay,deny,False,2024-10-08T16:43:15.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468688137,False,False,10,6,1,0,0,0,0.0
"""USO"" Table Lamp",Lana Launay,deny,False,2024-10-08T16:43:15.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '10'}, 'mindeliverytime': {'mindeltime': '6'}}",48522468655369,False,False,10,6,1,0,0,0,0.0
Nabi Butter Dish,Céju,continue,True,2024-01-18T14:01:28.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '6'}, 'mindeliverytime': {'mindeltime': '4'}}",44946974671113,False,False,6,4,121,0,14,0,0.0
Bucati Candle Holder (Beige),AOT STUDIO,continue,True,2023-10-30T13:39:45.000Z,"{'custom': {'soldout': False}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",44700683960585,False,False,2,1,14,0,5,0,0.0
